fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,classification
Josh Samman,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988",2.08,52%,2.47,34%,1.09,33%,33%,0.4,striker
Josh Sampo,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984",1.99,36%,2.96,55%,1.06,33%,40%,2.1,submission specialist
Eddie Sanchez,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982",3.45,43%,3.30,43%,1.13,26%,42%,0.0,striker
Diego Sanchez,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2.69,37%,3.02,56%,1.51,24%,46%,0.8,striker
Joby Sanchez,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991",3.22,36%,2.82,63%,0.95,71%,51%,0.4,striker
Emmanuel Sanchez,"5' 9""",145 lbs.,"71""",,"Aug 11, 1990",4.45,35%,4.17,55%,0.25,6%,16%,0.5,striker
Andrew Sanchez,"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988",4.48,42%,5.05,51%,1.92,31%,100%,0.0,striker
Robert Sanchez,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986",0.96,40%,1.78,46%,3.61,62%,50%,0.7,grappler
Jerrod Sanders,"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979",0.88,64%,1.14,46%,2.20,33%,50%,1.6,submission specialist
Cory Sandhagen,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",6.85,48%,3.89,59%,1.07,50%,30%,0.5,striker
Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",6.21,51%,4.11,53%,0.31,20%,66%,0.3,striker
Hector Sandoval,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986",3.31,52%,2.33,65%,3.49,25%,71%,1.4,submission specialist
Roldan Sangcha'an,"5' 4""",125 lbs.,,Orthodox,"Dec 04, 1990",2.71,46%,2.15,51%,1.94,60%,68%,0.0,striker
Duda Santana,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996",6.01,39%,2.72,73%,6.44,60%,0%,0.0,grappler
Will Santiago,"5' 7""",185 lbs.,,Orthodox,"Feb 08, 1983",1.47,39%,5.53,56%,1.00,50%,100%,0.0,striker
Mike Santiago,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",3.44,49%,3.58,36%,2.66,50%,53%,1.1,submission specialist
Jorge Santiago,"6' 1""",170 lbs.,"75""",Orthodox,"Oct 09, 1980",1.69,35%,2.62,56%,0.58,30%,52%,0.8,striker
Iliarde Santos,"5' 5""",125 lbs.,"67""",Orthodox,"Sep 25, 1980",3.00,30%,6.10,57%,1.66,23%,83%,0.0,striker
Thiago Santos,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",4.27,48%,2.33,55%,0.70,38%,66%,0.1,striker
Evangelista Santos,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977",3.94,36%,6.01,49%,0.78,100%,50%,0.4,striker
Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",2.65,44%,2.77,58%,1.07,29%,89%,0.3,striker
Bruno Santos,"5' 9""",185 lbs.,,Orthodox,"Jul 17, 1987",1.18,46%,2.27,56%,3.00,37%,66%,0.3,grappler
Andre Santos,"6' 0""",170 lbs.,,,,2.77,34%,4.17,41%,2.50,29%,75%,0.0,striker
Taila Santos,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",3.52,48%,2.22,59%,2.00,80%,85%,1.0,submission specialist
Marilia Santos,"5' 4""",125 lbs.,,Orthodox,"Dec 12, 1992",4.40,54%,4.07,53%,1.00,100%,66%,1.0,submission specialist
Bob Sapp,"6' 5""",350 lbs.,,Orthodox,"Sep 22, 1974",3.19,55%,1.88,49%,0.58,100%,72%,0.0,striker
Diego Saraiva,"5' 6""",155 lbs.,,Orthodox,"Apr 23, 1982",1.64,32%,3.58,62%,1.33,40%,0%,0.7,striker
Daniel Sarafian,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982",2.23,46%,3.10,58%,0.36,7%,53%,0.7,striker
Harris Sarmiento,"5' 9""",155 lbs.,,Orthodox,"Sep 09, 1983",0.84,25%,3.46,36%,2.36,60%,57%,0.0,grappler
Yuki Sasaki,"6' 2""",185 lbs.,,Orthodox,"Sep 12, 1976",1.09,43%,1.20,57%,0.43,100%,66%,0.0,striker
Yuta Sasaki,"5' 10""",125 lbs.,"71""",Southpaw,"Oct 07, 1989",2.16,41%,2.50,50%,3.03,43%,41%,1.2,submission specialist
Paul Sass,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988",0.53,26%,1.90,51%,0.53,16%,33%,7.4,submission specialist
Takashi Sato,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990",3.16,37%,4.81,50%,0.53,50%,75%,0.0,striker
Jeimeson Saudino,"5' 6""",135 lbs.,,,"Mar 05, 1991",0.66,30%,0.82,84%,2.47,50%,0%,2.5,submission specialist
Ben Saunders,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",3.23,50%,3.58,51%,0.20,40%,66%,1.3,submission specialist
Chris Saunders,"5' 8""",155 lbs.,,,"Mar 11, 1986",1.48,22%,2.96,75%,3.70,100%,0%,0.0,grappler
Lumumba Sayers,"6' 0""",185 lbs.,,,"Jun 30, 1978",2.54,41%,2.37,48%,7.63,75%,0%,2.5,submission specialist
Mark Scanlon,"5' 9""",170 lbs.,,Orthodox,,2.20,35%,3.33,48%,3.00,75%,25%,2.0,submission specialist
Eric Schafer,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",1.89,34%,3.38,56%,1.81,36%,50%,1.8,submission specialist
Brendan Schaub,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",2.92,37%,2.22,57%,2.32,46%,72%,0.4,striker
Eric Schambari,"5' 11""",185 lbs.,,Orthodox,"Apr 22, 1978",1.43,42%,1.07,54%,3.00,42%,0%,1.0,submission specialist
Antonio Schembri,"5' 9""",205 lbs.,,Orthodox,"Jun 01, 1974",0.72,26%,2.12,55%,1.31,40%,0%,0.4,grappler
Fabiano Scherner,"6' 3""",257 lbs.,,Orthodox,"Jun 30, 1972",1.31,31%,3.20,38%,1.09,33%,40%,0.0,striker
Samy Schiavo,"5' 8""",155 lbs.,,Orthodox,"Dec 24, 1975",1.68,34%,2.62,38%,0.94,50%,66%,0.9,striker
Colleen Schneider,,135 lbs.,,,,2.17,48%,2.50,50%,2.50,50%,60%,0.0,grappler
Matt Schnell,"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990",4.20,36%,4.02,62%,0.48,33%,53%,1.2,submission specialist
Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992",3.56,51%,2.16,55%,3.42,63%,82%,0.5,striker
Brad Scott,"6' 1""",170 lbs.,"76""",Orthodox,"Jun 24, 1989",3.52,41%,4.31,57%,0.32,15%,63%,0.7,striker
Greg Scott,"5' 9""",145 lbs.,,,,3.90,55%,7.79,37%,11.69,100%,0%,0.0,grappler
Matt Secor,"6' 0""",170 lbs.,,,"Sep 26, 1986",0.51,20%,0.81,50%,3.03,100%,0%,3.0,submission specialist
Neil Seery,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979",3.56,41%,3.79,58%,0.78,27%,53%,1.6,submission specialist
Brendan Seguin,"6' 0""",185 lbs.,,,"Jul 03, 1976",2.60,45%,0.60,84%,5.00,62%,100%,0.0,grappler
Stefan Sekulic,"6' 0""",170 lbs.,"75""",Southpaw,"Feb 12, 1992",1.47,37%,2.40,57%,1.00,20%,33%,0.0,striker
Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",2.60,42%,3.65,51%,0.91,21%,47%,0.9,striker
Andrei Semenov,"6' 0""",185 lbs.,,Orthodox,"Jun 17, 1977",0.78,15%,2.44,60%,1.74,80%,55%,0.4,grappler
Matthew Semelsberger,"6' 1""",170 lbs.,"75""",Switch,"Nov 23, 1992",7.93,50%,5.31,56%,1.97,100%,100%,1.0,submission specialist
Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980",2.91,45%,3.48,46%,2.14,50%,50%,2.1,submission specialist
Alex Serdyukov,"6' 2""",170 lbs.,"74""",Orthodox,"May 24, 1980",4.94,48%,3.10,46%,1.84,55%,67%,1.8,submission specialist
Fredy Serrano,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979",1.58,26%,1.89,61%,2.84,25%,84%,0.0,grappler
Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",1.98,39%,2.64,46%,2.05,20%,38%,0.9,grappler
Rosi Sexton,"5' 3""",135 lbs.,,Orthodox,"Jul 16, 1977",3.31,39%,7.42,41%,0.75,10%,80%,0.0,striker
Leon Shahbazyan,"6' 4""",170 lbs.,"74""",Orthodox,"Nov 18, 1995",6.33,52%,8.18,32%,1.46,50%,0%,0.0,striker
Edmen Shahbazyan,"6' 2""",185 lbs.,"74""",Orthodox,"Nov 20, 1997",3.85,51%,4.31,49%,4.44,40%,58%,0.5,grappler
Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972",3.06,32%,2.99,70%,2.07,50%,80%,0.0,striker
Ken Shamrock,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964",1.47,46%,4.30,39%,0.94,60%,44%,2.5,submission specialist
Frank Shamrock,"5' 10""",185 lbs.,,Orthodox,"Dec 08, 1972",4.75,53%,4.66,57%,0.35,50%,37%,1.1,submission specialist
Eric Shelton,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991",2.57,42%,1.88,63%,2.83,51%,46%,0.2,grappler
Sean Sherk,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",2.17,35%,2.71,55%,4.09,46%,56%,0.4,grappler
Antonina Shevchenko,"5' 8""",125 lbs.,"67""",Southpaw,"Nov 20, 1984",4.09,56%,2.51,54%,0.65,60%,56%,0.7,striker
Valentina Shevchenko,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",2.98,50%,2.03,62%,2.21,58%,75%,0.3,striker
Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979",2.45,36%,1.80,56%,2.83,29%,35%,1.2,submission specialist
Jack Shore,"5' 8""",135 lbs.,"71""",Orthodox,"Feb 06, 1995",3.69,54%,0.59,76%,5.16,46%,0%,1.5,submission specialist
Akira Shoji,"5' 8""",195 lbs.,,Orthodox,"Jan 31, 1974",1.03,34%,2.63,53%,1.79,73%,82%,0.4,grappler
Katsuyori Shibata,"6' 0""",168 lbs.,,Orthodox,"Nov 17, 1979",2.06,35%,2.40,53%,0.49,50%,53%,0.7,striker
Sam Sicilia,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986",2.46,33%,3.55,59%,1.45,43%,70%,0.9,striker
Steven Siler,"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987",3.21,41%,2.96,54%,0.47,21%,55%,1.6,submission specialist
Siala Siliga,"6' 1""",290 lbs.,,Orthodox,"Oct 08, 1970",1.08,26%,1.96,50%,1.47,50%,80%,0.0,grappler
Assuerio Silva,"5' 10""",241 lbs.,,Orthodox,"Jun 18, 1974",1.42,46%,4.20,54%,2.66,34%,25%,1.8,submission specialist
Xavier Siller,"5' 5""",125 lbs.,,,"Jun 06, 1994",1.02,36%,1.53,57%,3.83,100%,0%,0.0,grappler
Thiago Silva,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",3.92,50%,2.55,67%,1.03,47%,70%,0.7,striker
Paulo Cesar Silva,"7' 5""",385 lbs.,,Orthodox,"Jul 21, 1963",0.40,15%,2.72,47%,0.42,100%,16%,0.4,grappler
Anderson Silva,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",3.05,61%,2.05,60%,0.50,77%,69%,0.8,striker
Wanderlei Silva,"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976",2.79,40%,2.19,60%,0.97,53%,62%,0.6,striker
Sidney Silva,"6' 3""",170 lbs.,,Southpaw,"Feb 27, 1972",2.86,65%,3.30,34%,3.30,100%,0%,0.0,grappler
Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985",2.39,48%,2.08,63%,1.76,37%,65%,0.4,striker
Claudio Silva,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",3.14,42%,3.12,43%,3.01,28%,66%,1.6,submission specialist
Antonio Silva,"6' 4""",264 lbs.,"82""",Orthodox,"Sep 14, 1979",2.89,45%,3.09,50%,0.82,29%,66%,0.8,striker
Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",2.50,48%,4.18,49%,0.85,35%,56%,1.4,submission specialist
Joaquim Silva,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989",3.92,37%,4.43,56%,0.24,50%,64%,0.7,striker
Felipe Silva,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984",5.40,50%,1.80,59%,1.00,100%,71%,0.0,striker
Jacob Silva,"5' 5""",125 lbs.,"67""",Orthodox,"Feb 23, 1988",4.17,44%,4.92,56%,1.51,100%,66%,0.0,striker
Gabriel Silva,"5' 6""",135 lbs.,"71""",Orthodox,"Aug 26, 1994",1.30,34%,3.47,45%,1.50,25%,38%,0.5,grappler
Douglas Silva de Andrade,"5' 7""",145 lbs.,"68""",Orthodox,"Jun 22, 1985",3.77,38%,4.26,58%,0.70,50%,66%,0.0,striker
Leonardo Silva de Oliveira,"6' 2""",185 lbs.,,Orthodox,"Apr 23, 1992",1.07,40%,0.54,50%,24.11,50%,0%,0.0,grappler
Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986",3.67,49%,2.97,51%,1.62,38%,85%,0.2,striker
Aaron Simpson,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",3.60,52%,2.53,56%,3.78,34%,83%,0.5,grappler
Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",3.08,42%,3.13,64%,6.93,54%,72%,0.4,grappler
Tony Sims,"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985",1.81,63%,0.76,65%,0.71,50%,50%,0.7,striker
Mitchell Sipe,"6' 2""",245 lbs.,,Orthodox,"Apr 09, 1996",5.50,56%,9.98,46%,1.53,20%,0%,0.0,striker
Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976",2.55,39%,2.42,63%,0.39,25%,64%,0.8,striker
Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",3.87,32%,2.67,65%,0.87,32%,65%,0.3,striker
Chas Skelly,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",2.02,40%,3.35,48%,1.71,34%,33%,2.4,submission specialist
Zach Skinner,"5' 6""",145 lbs.,,Orthodox,,0.53,50%,2.40,32%,5.00,27%,100%,1.0,submission specialist
Kestutis Smirnovas,"5' 10""",200 lbs.,,Orthodox,,4.95,52%,5.05,54%,1.55,50%,100%,1.6,submission specialist
Maurice Smith,"6' 2""",221 lbs.,,Orthodox,"Dec 13, 1961",0.41,46%,0.47,60%,0.89,50%,20%,0.9,submission specialist
Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",1.90,27%,5.87,50%,0.12,6%,58%,0.5,striker
Brian Sleeman,"5' 8""",185 lbs.,,,,4.00,48%,1.85,70%,9.23,100%,100%,0.0,grappler
Trevor Smith,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981",3.29,55%,3.31,51%,1.70,32%,60%,0.7,striker
Anthony Smith,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",2.94,46%,4.38,42%,0.49,28%,51%,0.7,striker
Colton Smith,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987",1.64,41%,2.30,51%,4.09,36%,25%,1.4,submission specialist
Gilbert Smith,"5' 9""",185 lbs.,,Southpaw,"Oct 19, 1981",1.09,41%,2.73,35%,3.51,60%,0%,1.2,submission specialist
Devonte Smith,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993",5.64,55%,2.65,59%,0.74,100%,100%,0.7,striker
Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989",1.78,35%,1.96,49%,1.67,33%,45%,1.7,submission specialist
Walter Smith-Cotito,"5' 8""",135 lbs.,,,,2.95,36%,3.53,68%,2.16,33%,57%,0.0,striker
Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",4.44,46%,3.74,53%,1.84,37%,31%,1.9,submission specialist
Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991",1.98,77%,2.26,65%,8.49,66%,0%,0.0,grappler
Devin Smyth,"5' 10""",170 lbs.,"72""",Switch,"Jul 21, 1995",2.60,68%,6.73,25%,4.00,26%,100%,0.0,grappler
Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",2.23,45%,1.53,57%,2.48,42%,65%,2.6,submission specialist
Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",2.14,40%,2.90,58%,1.53,32%,77%,0.5,striker
Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",2.26,45%,2.61,56%,1.93,47%,78%,0.9,striker
Joe Solecki,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",3.62,74%,0.93,51%,3.31,62%,0%,1.3,submission specialist
Chael Sonnen,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",3.08,43%,1.10,62%,3.81,59%,66%,0.4,grappler
Song Yadong,"5' 8""",145 lbs.,"67""",Orthodox,"Dec 02, 1997",4.35,42%,3.64,57%,0.59,75%,56%,0.4,striker
Jin Soo Son,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993",5.10,36%,7.63,52%,1.50,25%,100%,0.0,striker
Punahele Soriano,"5' 11""",185 lbs.,"72""",Southpaw,"Nov 22, 1992",4.46,43%,2.86,52%,2.60,66%,0%,0.0,striker
Sean Soriano,"5' 9""",145 lbs.,,Orthodox,"Oct 06, 1989",3.15,61%,2.31,52%,1.27,42%,55%,0.0,striker
Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989",2.95,70%,2.53,35%,3.16,66%,100%,3.2,submission specialist
Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986",3.21,63%,2.61,52%,1.49,27%,44%,1.0,submission specialist
George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2.61,27%,2.52,67%,2.32,31%,53%,1.6,submission specialist
Alex Soto,"5' 8""",135 lbs.,,Southpaw,"Feb 15, 1984",2.95,25%,5.02,59%,2.82,30%,0%,0.0,striker
Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",3.37,39%,3.13,58%,0.52,25%,71%,1.0,submission specialist
Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",3.36,41%,5.37,67%,0.85,21%,70%,1.9,submission specialist
Bobby Southworth,"6' 2""",205 lbs.,,Orthodox,"Dec 16, 1969",0.99,39%,1.38,65%,3.98,78%,64%,1.3,submission specialist
Andre Soukhamthath,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988",2.77,44%,4.31,49%,1.25,53%,58%,0.2,striker
Livinha Souza,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",2.06,45%,3.38,62%,2.40,44%,40%,1.2,submission specialist
Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2.53,46%,2.85,62%,2.55,39%,60%,1.4,submission specialist
Ryan Spann,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.55,45%,3.45,47%,1.72,41%,60%,1.7,submission specialist
Tommy Speer,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",2.56,51%,5.12,35%,2.02,33%,33%,0.0,striker
Sean Spencer,"5' 10""",170 lbs.,"74""",Orthodox,"Jun 25, 1987",4.24,32%,4.02,60%,0.14,33%,68%,0.0,striker
Felicia Spencer,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",3.02,45%,5.57,43%,0.64,10%,14%,0.3,striker
Sam Spengler,"5' 11""",185 lbs.,,Orthodox,,3.27,62%,3.27,54%,1.75,11%,75%,1.8,submission specialist
Mario Sperry,"6' 2""",205 lbs.,,Orthodox,"Sep 28, 1966",2.81,52%,1.53,47%,2.09,42%,71%,1.4,submission specialist
Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990",2.60,35%,5.30,46%,0.74,66%,0%,0.0,striker
Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986",3.71,45%,5.72,55%,1.31,20%,75%,1.0,submission specialist
Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",3.58,49%,2.84,58%,3.70,63%,75%,0.3,grappler
Pete Spratt,"5' 9""",170 lbs.,,Orthodox,"Jan 09, 1971",1.63,48%,1.33,55%,0.30,100%,46%,0.3,striker
Austin Springer,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987",3.54,57%,3.15,41%,3.37,40%,100%,0.8,striker
Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",3.78,53%,1.40,72%,4.16,74%,83%,1.1,submission specialist
Andreas Stahl,"5' 11""",170 lbs.,,Orthodox,"May 20, 1988",2.83,37%,4.74,57%,1.55,66%,80%,0.0,striker
Bobby Stack,"5' 9""",155 lbs.,,Orthodox,,1.00,20%,2.89,34%,7.48,45%,100%,0.0,grappler
Cristina Stanciu,"5' 3""",115 lbs.,,Orthodox,"Mar 29, 1994",2.50,50%,3.07,52%,0.85,100%,40%,1.7,submission specialist
Cody Stamann,"5' 6""",145 lbs.,"64""",Orthodox,"Nov 09, 1989",4.14,48%,3.18,63%,3.03,46%,80%,0.0,striker
Brian Stann,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",3.28,42%,2.65,59%,0.12,12%,60%,0.3,striker
Lucas Stark,,155 lbs.,,,,1.60,25%,3.20,66%,12.00,100%,0%,0.0,grappler
Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",2.71,48%,4.43,53%,1.46,33%,25%,0.6,striker
Clifford Starks,"6' 0""",185 lbs.,"78""",Orthodox,"Apr 25, 1981",1.94,33%,2.49,58%,1.94,100%,60%,0.0,striker
Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",1.86,36%,3.10,52%,2.64,35%,43%,0.6,grappler
Laureano Staropoli,"6' 1""",170 lbs.,"71""",Orthodox,"Feb 27, 1993",4.40,34%,4.58,53%,0.25,20%,57%,0.0,striker
Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988",2.32,49%,2.42,50%,2.95,42%,76%,0.0,grappler
Steve Steinbeiss,"6' 3""",185 lbs.,"75""",Orthodox,"May 05, 1981",3.92,55%,1.86,49%,0.44,50%,58%,0.0,striker
Aljamain Sterling,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",4.84,49%,2.20,63%,1.77,24%,41%,0.9,striker
Jeremy Stephens,"5' 9""",145 lbs.,"71""",Orthodox,"May 25, 1986",3.18,40%,3.06,58%,1.16,38%,65%,0.4,striker
Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2.05,44%,2.44,60%,2.75,44%,39%,2.2,submission specialist
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",1.57,54%,3.13,33%,3.91,100%,50%,0.0,grappler
Luke Stewart,"5' 11""",170 lbs.,,Orthodox,,3.75,56%,2.34,53%,3.75,33%,50%,1.9,submission specialist
Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990",3.09,44%,3.09,50%,1.50,40%,65%,0.1,striker
Alex Stiebling,"6' 2""",205 lbs.,,Southpaw,,1.77,42%,1.45,52%,0.35,66%,66%,0.7,striker
Kyle Stewart,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",1.41,35%,2.42,43%,1.32,20%,60%,0.0,striker
Tyler Stinson,"6' 3""",170 lbs.,,,"Jan 17, 1986",2.80,23%,4.60,56%,0.50,100%,0%,0.5,striker
Dan Stittgen,"6' 1""",170 lbs.,,Orthodox,"Nov 17, 1980",2.97,46%,4.42,37%,0.78,100%,100%,0.0,striker
Dustin Stoltzfus,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",2.48,57%,3.93,48%,0.78,12%,62%,0.8,striker
Niklas Stolze,"6' 1""",170 lbs.,"74""",Switch,"Dec 28, 1992",2.00,41%,1.93,56%,1.00,100%,66%,0.0,striker
Ken Stone,"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982",3.85,49%,2.90,48%,1.24,33%,60%,0.6,striker
Darko Stosic,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992",2.61,45%,4.04,58%,3.42,50%,83%,0.0,grappler
Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",3.80,41%,2.17,62%,2.53,48%,63%,0.9,striker
Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1,striker
Dave Strasser,"5' 10""",170 lbs.,,Orthodox,"Jul 13, 1969",3.04,45%,1.88,59%,0.72,33%,33%,0.0,striker
Daniel Straus,"5' 7""",145 lbs.,"71""",,"Jul 27, 1984",4.76,43%,2.99,57%,0.84,15%,81%,1.1,submission specialist
Sean Strickland,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.09,38%,3.77,66%,1.26,60%,81%,0.4,striker
Hans Stringer,"6' 3""",205 lbs.,,Orthodox,"Jul 06, 1987",3.16,61%,2.84,41%,2.40,36%,62%,0.0,striker
Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7,submission specialist
Mike Stumpf,"5' 10""",170 lbs.,,,"Aug 01, 1986",3.34,43%,8.85,47%,1.59,25%,33%,0.8,striker
Tatiana Suarez,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990",4.82,65%,1.45,48%,6.47,62%,100%,0.6,grappler
Genki Sudo,"5' 9""",155 lbs.,,Orthodox,"Mar 08, 1978",1.55,39%,2.23,33%,3.58,60%,50%,4.2,submission specialist
Takashi Sugiura,"5' 11""",225 lbs.,,Southpaw,"May 31, 1970",1.37,40%,2.08,53%,1.33,66%,0%,0.0,striker
Justin Sumter,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989",2.68,48%,7.64,34%,2.87,100%,0%,0.0,grappler
George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",3.53,39%,2.42,57%,1.37,20%,38%,0.7,striker
Amar Suloev,"5' 9""",183 lbs.,,Orthodox,"Jul 01, 1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3,striker
Naho Sugiyuma,"5' 1""",105 lbs.,,,"Feb 03, 1978",2.59,48%,2.45,71%,2.05,100%,66%,0.0,striker
